"","Year","Host City","Rank","Time","Lane","Athlete","Nation","Reaction","Notes","Heat","Etc.","Host Country","Var.8","Var.6","Time..a.","Time..hand."
"1",2016,"Rio de Janeiro","1",10.13,3,"Kemarley Brown","Bahrain","0.146","Q","1",NA,"Brazil",NA,NA,NA,NA
"2",2016,"Rio de Janeiro","2",10.13,5,"Chijindu Ujah","Great Britain","0.150","Q","1",NA,"Brazil",NA,NA,NA,NA
"3",2016,"Rio de Janeiro","3",10.16,7,"Marvin Bracy","United States","0.155","q","1",NA,"Brazil",NA,NA,NA,NA
"4",2016,"Rio de Janeiro","4",10.26,2,"Seye Ogunlewe","Nigeria","0.139","","1",NA,"Brazil",NA,NA,NA,NA
"5",2016,"Rio de Janeiro","5",10.28,1,"Femi Ogunode","Qatar","0.170","","1",NA,"Brazil",NA,NA,NA,NA
"6",2016,"Rio de Janeiro","6",10.43,8,"Sean Safo-Antwi","Ghana","0.145","","1",NA,"Brazil",NA,NA,NA,NA
"7",2016,"Rio de Janeiro","7",10.47,9,"Reza Ghasemi","Iran","0.150","","1",NA,"Brazil",NA,NA,NA,NA
"8",2016,"Rio de Janeiro","8",10.53,6,"Adrian Griffith","Bahamas","0.143","","1",NA,"Brazil",NA,NA,NA,NA
"9",2016,"Rio de Janeiro","9",10.95,4,"Mohamed Fakhri Ismail","Brunei","0.151","","1",NA,"Brazil",NA,NA,NA,NA
"10",2016,"Rio de Janeiro","1",10.01,8,"Justin Gatlin","United States","0.160","Q","2",NA,"Brazil",NA,NA,NA,NA
"11",2016,"Rio de Janeiro","2",10.2,7,"Daniel Bailey","Antigua and Barbuda","0.153","Q","2",NA,"Brazil",NA,NA,NA,NA
"12",2016,"Rio de Janeiro","3",10.23,1,"Rondel Sorrillo","Trinidad and Tobago","0.112","","2",NA,"Brazil",NA,NA,NA,NA
"13",2016,"Rio de Janeiro","4",10.27,5,"Gerald Phiri","Zambia","0.146","","2",NA,"Brazil",NA,NA,NA,NA
"14",2016,"Rio de Janeiro","5",10.29,9,"Lucas Jakubczyk","Germany","0.166","","2",NA,"Brazil",NA,NA,NA,NA
"15",2016,"Rio de Janeiro","6",10.37,6,"Ogho-Oghene Egwero","Nigeria","0.151","","2",NA,"Brazil",NA,NA,NA,NA
"16",2016,"Rio de Janeiro","7",10.37,3,"Wilfried Koffi Hua","Ivory Coast","0.166","","2",NA,"Brazil",NA,NA,NA,NA
"17",2016,"Rio de Janeiro","8",10.64,2,"Rodman Teltull","Palau","0.133","","2",NA,"Brazil",NA,NA,NA,NA
"18",2016,"Rio de Janeiro","9",10.71,4,"Riste Pandev","Macedonia","0.163","SB","2",NA,"Brazil",NA,NA,NA,NA
"19",2016,"Rio de Janeiro","1",10.08,5,"Xie Zhenye","China","0.143","Q, PB","3",NA,"Brazil",NA,NA,NA,NA
"20",2016,"Rio de Janeiro","2",10.13,3,"Nickel Ashmeade","Jamaica","0.132","Q","3",NA,"Brazil",NA,NA,NA,NA
"21",2016,"Rio de Janeiro","3",10.17,6,"Hassan Taftian","Iran","0.150","q","3",NA,"Brazil",NA,NA,NA,NA
"22",2016,"Rio de Janeiro","4",10.18,2,"Kim Collins","Saint Kitts and Nevis","0.151","q","3",NA,"Brazil",NA,NA,NA,NA
"23",2016,"Rio de Janeiro","5",10.26,4,"Abdullah Abkar Mohammed","Saudi Arabia","0.154","","3",NA,"Brazil",NA,NA,NA,NA
"24",2016,"Rio de Janeiro","6",10.34,7,"Aziz Ouhadi","Morocco","0.158","","3",NA,"Brazil",NA,NA,NA,NA
"25",2016,"Rio de Janeiro","7",10.34,9,"Kemar Hyman","Cayman Islands","0.160","","3",NA,"Brazil",NA,NA,NA,NA
"26",2016,"Rio de Janeiro","8",10.39,8,"Darrell Wesh","Haiti","0.138","","3",NA,"Brazil",NA,NA,NA,NA
"27",2016,"Rio de Janeiro","1",10.04,3,"Andre De Grasse","Canada","0.148","Q","4",NA,"Brazil",NA,NA,NA,NA
"28",2016,"Rio de Janeiro","2",10.13,9,"Asuka Cambridge","Japan","0.137","Q","4",NA,"Brazil",NA,NA,NA,NA
"29",2016,"Rio de Janeiro","3",10.17,2,"Su Bingtian","China","0.146","q","4",NA,"Brazil",NA,NA,NA,NA
"30",2016,"Rio de Janeiro","4",10.19,1,"Jimmy Vicaut","France","0.164","q","4",NA,"Brazil",NA,NA,NA,NA
"31",2016,"Rio de Janeiro","5",10.22,7,"Churandy Martina","Netherlands","0.142","","4",NA,"Brazil",NA,NA,NA,NA
"32",2016,"Rio de Janeiro","6",10.31,5,"Emmanuel Matadi","Liberia","0.146","","4",NA,"Brazil",NA,NA,NA,NA
"33",2016,"Rio de Janeiro","7",10.34,8,"Julian Reus","Germany","0.135","","4",NA,"Brazil",NA,NA,NA,NA
"34",2016,"Rio de Janeiro","8",10.68,6,"Jamial Rolle","Bahamas","0.145","","4",NA,"Brazil",NA,NA,NA,NA
"35",2016,"Rio de Janeiro","9",10.7,4,"Sudirman Hadi","Indonesia","0.122","","4",NA,"Brazil",NA,NA,NA,NA
"36",2016,"Rio de Janeiro","1",10.03,9,"Ben Youssef Meïté","Ivory Coast","0.145","Q","5",NA,"Brazil",NA,NA,NA,NA
"37",2016,"Rio de Janeiro","2",10.13,5,"Trayvon Bromell","United States","0.165","Q","5",NA,"Brazil",NA,NA,NA,NA
"38",2016,"Rio de Janeiro","3",10.16,4,"Christophe Lemaitre","France","0.150","q","5",NA,"Brazil",NA,NA,NA,NA
"39",2016,"Rio de Janeiro","4",10.2,7,"Cejhae Greene","Antigua and Barbuda","0.156","q","5",NA,"Brazil",NA,NA,NA,NA
"40",2016,"Rio de Janeiro","5",10.2,8,"Keston Bledman","Trinidad and Tobago","0.150","","5",NA,"Brazil",NA,NA,NA,NA
"41",2016,"Rio de Janeiro","6",10.22,1,"Akeem Haynes","Canada","0.123","","5",NA,"Brazil",NA,NA,NA,NA
"42",2016,"Rio de Janeiro","7",10.28,6,"Gabriel Mvumvure","Zimbabwe","0.131","","5",NA,"Brazil",NA,NA,NA,NA
"43",2016,"Rio de Janeiro","8",10.47,2,"Hassan Saaid","Maldives","0.135","","5",NA,"Brazil",NA,NA,NA,NA
"44",2016,"Rio de Janeiro","1",10.11,4,"Yohan Blake","Jamaica","0.154","Q","6",NA,"Brazil",NA,NA,NA,NA
"45",2016,"Rio de Janeiro","2",10.14,8,"Jak Ali Harvey","Turkey","0.159","Q","6",NA,"Brazil",NA,NA,NA,NA
"46",2016,"Rio de Janeiro","3",10.22,9,"Barakat Alharthi","Oman","0.155","","6",NA,"Brazil",NA,NA,NA,NA
"47",2016,"Rio de Janeiro","4",10.25,2,"Mosito Lehata","Lesotho","0.151","","6",NA,"Brazil",NA,NA,NA,NA
"48",2016,"Rio de Janeiro","5",10.29,6,"James Ellington","Great Britain","0.145","","6",NA,"Brazil",NA,NA,NA,NA
"49",2016,"Rio de Janeiro","6",10.33,3,"Henricho Bruintjies","South Africa","0.107","","6",NA,"Brazil",NA,NA,NA,NA
"50",2016,"Rio de Janeiro","7",10.36,5,"Zhang Peimeng","China","0.121","","6",NA,"Brazil",NA,NA,NA,NA
"51",2016,"Rio de Janeiro","8",10.39,7,"Antoine Adams","Saint Kitts and Nevis","0.149","","6",NA,"Brazil",NA,NA,NA,NA
"52",2016,"Rio de Janeiro","1",10.07,6,"Usain Bolt","Jamaica","0.156",NA,"7","Q","Brazil",NA,NA,NA,NA
"53",2016,"Rio de Janeiro","2",10.12,3,"Andrew Fisher","Bahrain","0.134",NA,"7","Q","Brazil",NA,NA,NA,NA
"54",2016,"Rio de Janeiro","3",10.18,7,"James Dasaolu","Great Britain","0.171",NA,"7","q","Brazil",NA,NA,NA,NA
"55",2016,"Rio de Janeiro","4",10.23,9,"Yoshihide Kiryu","Japan","0.150",NA,"7","","Brazil",NA,NA,NA,NA
"56",2016,"Rio de Janeiro","5",10.28,2,"Shavez Hart","Bahamas","0.139",NA,"7","SB","Brazil",NA,NA,NA,NA
"57",2016,"Rio de Janeiro","6",10.29,5,"Richard Thompson","Trinidad and Tobago","0.130",NA,"7","","Brazil",NA,NA,NA,NA
"58",2016,"Rio de Janeiro","7",10.39,8,"Jahvid Best","Saint Lucia","0.147",NA,"7","","Brazil",NA,NA,NA,NA
"59",2016,"Rio de Janeiro","8",10.47,1,"Jurgen Themen","Suriname","0.139",NA,"7","","Brazil",NA,NA,NA,NA
"60",2016,"Rio de Janeiro","9",10.79,4,"Jin Wei Timothee Yap","Singapore","0.149",NA,"7","","Brazil",NA,NA,NA,NA
"61",2016,"Rio de Janeiro","1",10.14,4,"Akani Simbine","South Africa","0.124","Q","8",NA,"Brazil",NA,NA,NA,NA
"62",2016,"Rio de Janeiro","2",10.2,1,"Ryota Yamagata","Japan","0.111","Q","8",NA,"Brazil",NA,NA,NA,NA
"63",2016,"Rio de Janeiro","3",10.24,7,"Aaron Brown","Canada","0.135","","8",NA,"Brazil",NA,NA,NA,NA
"64",2016,"Rio de Janeiro","4",10.25,9,"Ramon Gittens","Barbados","0.162","","8",NA,"Brazil",NA,NA,NA,NA
"65",2016,"Rio de Janeiro","5",10.36,2,"Solomon Bockarie","Netherlands","0.127","","8",NA,"Brazil",NA,NA,NA,NA
"66",2016,"Rio de Janeiro","5",10.36,5,"Vitor Hugo dos Santos","Brazil","0.157","","8",NA,"Brazil",NA,NA,NA,NA
"67",2016,"Rio de Janeiro","7",10.37,6,"Kim Kuk-young","South Korea","0.135","","8",NA,"Brazil",NA,NA,NA,NA
"68",2016,"Rio de Janeiro","8",10.55,3,"Brijesh Lawrence","Saint Kitts and Nevis","0.163","","8",NA,"Brazil",NA,NA,NA,NA
"69",2016,"Rio de Janeiro","9",11.89,8,"Mohammed Abukhousa","Palestine","0.153","","8",NA,"Brazil",NA,NA,NA,NA
"70",2016,"Rio de Janeiro","1",9.95,3,"Jimmy Vicaut","France","0.131","Q","Semi Final",NA,"Brazil",NA,NA,NA,NA
"71",2016,"Rio de Janeiro","2",9.97,7,"Ben Youssef Meïté","Ivory Coast","0.142","Q, NR","Semi Final",NA,"Brazil",NA,NA,NA,NA
"72",2016,"Rio de Janeiro","3",9.98,5,"Akani Simbine","South Africa","0.144","q","Semi Final",NA,"Brazil",NA,NA,NA,NA
"73",2016,"Rio de Janeiro","4",10.03,9,"Jak Ali Harvey","Turkey","0.148","","Semi Final",NA,"Brazil",NA,NA,NA,NA
"74",2016,"Rio de Janeiro","5",10.05,4,"Nickel Ashmeade","Jamaica","0.118","","Semi Final",NA,"Brazil",NA,NA,NA,NA
"75",2016,"Rio de Janeiro","6",10.08,8,"Marvin Bracy","United States","0.152","","Semi Final",NA,"Brazil",NA,NA,NA,NA
"76",2016,"Rio de Janeiro","7",10.11,6,"Xie Zhenye","China","0.134","","Semi Final",NA,"Brazil",NA,NA,NA,NA
"77",2016,"Rio de Janeiro","8",10.23,2,"Hassan Taftian","Iran","0.136","","Semi Final",NA,"Brazil",NA,NA,NA,NA
"78",2016,"Rio de Janeiro","1",9.86,6,"Usain Bolt","Jamaica","0.143","Q, SB","Semi Final",NA,"Brazil",NA,NA,NA,NA
"79",2016,"Rio de Janeiro","2",9.92,5,"Andre De Grasse","Canada","0.130","Q, PB","Semi Final",NA,"Brazil",NA,NA,NA,NA
"80",2016,"Rio de Janeiro","3",10.01,9,"Trayvon Bromell","United States","0.128","q","Semi Final",NA,"Brazil",NA,NA,NA,NA
"81",2016,"Rio de Janeiro","4",10.01,7,"Chijindu Ujah","Great Britain","0.160","","Semi Final",NA,"Brazil",NA,NA,NA,NA
"82",2016,"Rio de Janeiro","5",10.05,8,"Ryota Yamagata","Japan","0.109","PB","Semi Final",NA,"Brazil",NA,NA,NA,NA
"83",2016,"Rio de Janeiro","6",10.12,3,"Kim Collins","Saint Kitts and Nevis","0.138","","Semi Final",NA,"Brazil",NA,NA,NA,NA
"84",2016,"Rio de Janeiro","7",10.13,2,"Cejhae Greene","Antigua and Barbuda","0.143","","Semi Final",NA,"Brazil",NA,NA,NA,NA
"85",2016,"Rio de Janeiro","1",9.94,6,"Justin Gatlin","United States","0.151","Q","Semi Final",NA,"Brazil",NA,NA,NA,NA
"86",2016,"Rio de Janeiro","2",10.01,4,"Yohan Blake","Jamaica","0.147","Q","Semi Final",NA,"Brazil",NA,NA,NA,NA
"87",2016,"Rio de Janeiro","3",10.07,9,"Christophe Lemaitre","France","0.122","SB","Semi Final",NA,"Brazil",NA,NA,NA,NA
"88",2016,"Rio de Janeiro","4",10.08,3,"Su Bingtian","China","0.140","SB","Semi Final",NA,"Brazil",NA,NA,NA,NA
"89",2016,"Rio de Janeiro","5",10.13,5,"Kemarley Brown","Bahrain","0.152","","Semi Final",NA,"Brazil",NA,NA,NA,NA
"90",2016,"Rio de Janeiro","6",10.16,2,"James Dasaolu","Great Britain","0.145","","Semi Final",NA,"Brazil",NA,NA,NA,NA
"91",2016,"Rio de Janeiro","7",10.17,7,"Asuka Cambridge","Japan","0.135","","Semi Final",NA,"Brazil",NA,NA,NA,NA
"92",2016,"Rio de Janeiro","Gold",9.81,6,"Usain Bolt","Jamaica","0.155","SB","Final",NA,"Brazil",NA,NA,NA,NA
"93",2016,"Rio de Janeiro","Silver",9.89,4,"Justin Gatlin","United States","0.152","","Final",NA,"Brazil",NA,NA,NA,NA
"94",2016,"Rio de Janeiro","Bronze",9.91,7,"Andre De Grasse","Canada","0.141","PB","Final",NA,"Brazil",NA,NA,NA,NA
"95",2016,"Rio de Janeiro","4",9.93,9,"Yohan Blake","Jamaica","0.145","SB","Final",NA,"Brazil",NA,NA,NA,NA
"96",2016,"Rio de Janeiro","5",9.94,3,"Akani Simbine","South Africa","0.128","","Final",NA,"Brazil",NA,NA,NA,NA
"97",2016,"Rio de Janeiro","6",9.96,8,"Ben Youssef Meïté","Ivory Coast","0.156","NR","Final",NA,"Brazil",NA,NA,NA,NA
"98",2016,"Rio de Janeiro","7",10.04,5,"Jimmy Vicaut","France","0.140","","Final",NA,"Brazil",NA,NA,NA,NA
"99",2016,"Rio de Janeiro","8",10.06,2,"Trayvon Bromell","United States","0.135","","Final",NA,"Brazil",NA,NA,NA,NA
"100",2008,"Beijing","1",10.2,3,"Usain Bolt","Jamaica","0.186","Q","1",NA,"China",NA,NA,NA,NA
"101",2008,"Beijing","2",10.24,9,"Daniel Bailey","Antigua and Barbuda","0.198","Q","1",NA,"China",NA,NA,NA,NA
"102",2008,"Beijing","3",10.26,6,"Vicente de Lima","Brazil","0.168","Q, SB","1",NA,"China",NA,NA,NA,NA
"103",2008,"Beijing","4",10.28,2,"Henry Vizcaíno","Cuba","0.157","q","1",NA,"China",NA,NA,NA,NA
"104",2008,"Beijing","5",10.49,4,"Fabio Cerutti","Italy","0.136","","1",NA,"China",NA,NA,NA,NA
"105",2008,"Beijing","6",10.61,5,"Jurgen Themen","Suriname","0.179","PB","1",NA,"China",NA,NA,NA,NA
"106",2008,"Beijing","7",10.81,8,"Moses Kamut","Vanuatu","0.181","","1",NA,"China",NA,NA,NA,NA
"107",2008,"Beijing","8",11.09,7,"Francis Manioru","Solomon Islands","0.197","","1",NA,"China",NA,NA,NA,NA
"108",2008,"Beijing","1",10.16,5,"Asafa Powell","Jamaica","0.142","Q","2",NA,"China",NA,NA,NA,NA
"109",2008,"Beijing","2",10.17,3,"Kim Collins","Saint Kitts and Nevis","0.162","Q","2",NA,"China",NA,NA,NA,NA
"110",2008,"Beijing","3",10.21,7,"Craig Pickering","Great Britain","0.174","Q","2",NA,"China",NA,NA,NA,NA
"111",2008,"Beijing","4",10.35,2,"Daniel Grueso","Colombia","0.178","q","2",NA,"China",NA,NA,NA,NA
"112",2008,"Beijing","5",10.44,9,"Dariusz Kuć","Poland","0.144","q","2",NA,"China",NA,NA,NA,NA
"113",2008,"Beijing","6",10.51,8,"Béranger Bosse","Central African Republic","0.144","SB","2",NA,"China",NA,NA,NA,NA
"114",2008,"Beijing","7",11.17,6,"Aisea Tohi","Tonga","0.159","","2",NA,"China",NA,NA,NA,NA
"115",2008,"Beijing","8",11.18,4,"Roman William Cress","Marshall Islands","0.190","","2",NA,"China",NA,NA,NA,NA
"116",2008,"Beijing","1",10.24,8,"Richard Thompson","Trinidad and Tobago","0.188","Q","3",NA,"China",NA,NA,NA,NA
"117",2008,"Beijing","2",10.26,5,"Martial Mbandjock","France","0.162","Q","3",NA,"China",NA,NA,NA,NA
"118",2008,"Beijing","3",10.32,4,"Simone Collio","Italy","0.140","Q","3",NA,"China",NA,NA,NA,NA
"119",2008,"Beijing","4",10.34,2,"Aziz Zakari","Ghana","0.177","q","3",NA,"China",NA,NA,NA,NA
"120",2008,"Beijing","5",10.35,6,"Andrew Hinds","Barbados","0.140","q","3",NA,"China",NA,NA,NA,NA
"121",2008,"Beijing","6",10.46,3,"Suryo Agung Wibowo","Indonesia","0.175","","3",NA,"China",NA,NA,NA,NA
"122",2008,"Beijing","7",11,7,"Jared Lewis","Saint Vincent and the Grenadines","0.123","","3",NA,"China",NA,NA,NA,NA
"123",2008,"Beijing","8",11.29,9,"Rabangaki Nawai","Kiribati","0.152","SB","3",NA,"China",NA,NA,NA,NA
"124",2008,"Beijing","1",10.15,3,"Michael Frater","Jamaica","0.156","Q","4",NA,"China",NA,NA,NA,NA
"125",2008,"Beijing","2",10.22,4,"Pierre Browne","Canada","0.141","Q","4",NA,"China",NA,NA,NA,NA
"126",2008,"Beijing","3",10.22,6,"Darrel Brown","Trinidad and Tobago","0.139","Q","4",NA,"China",NA,NA,NA,NA
"127",2008,"Beijing","4",10.25,7,"Nobuharu Asahara","Japan","0.160","q","4",NA,"China",NA,NA,NA,NA
"128",2008,"Beijing","5",10.58,9,"Holder da Silva","Guinea-Bissau","0.184","","4",NA,"China",NA,NA,NA,NA
"129",2008,"Beijing","6",10.63,2,"Idrissa Sanou","Burkina Faso","0.171","","4",NA,"China",NA,NA,NA,NA
"130",2008,"Beijing","7",11.01,8,"Ghyd-Kermeliss-Holly Olonghot","Republic of the Congo","0.172","","4",NA,"China",NA,NA,NA,NA
"131",2008,"Beijing","8",11.45,5,"Massoud Azizi","Afghanistan","0.160","","4",NA,"China",NA,NA,NA,NA
"132",2008,"Beijing","1",10.22,2,"Tyson Gay","United States","0.148","Q","5",NA,"China",NA,NA,NA,NA
"133",2008,"Beijing","2",10.29,5,"Olusoji A. Fasuba","Nigeria","0.156","Q","5",NA,"China",NA,NA,NA,NA
"134",2008,"Beijing","3",10.29,4,"José Carlos Moreira","Brazil","0.192","Q","5",NA,"China",NA,NA,NA,NA
"135",2008,"Beijing","4",10.34,7,"Ángel David Rodríguez","Spain","0.145","q","5",NA,"China",NA,NA,NA,NA
"136",2008,"Beijing","5",10.52,9,"Lukas Milo","Czech Republic","0.145","","5",NA,"China",NA,NA,NA,NA
"137",2008,"Beijing","6",10.62,8,"Mhadjou Youssouf","Comoros","0.170","PB","5",NA,"China",NA,NA,NA,NA
"138",2008,"Beijing","7",11,3,"Danny D'Souza","Seychelles","0.180","","5",NA,"China",NA,NA,NA,NA
"139",2008,"Beijing","8",12.6,6,"Shanahan Sanitoa","American Samoa","0.158","","5",NA,"China",NA,NA,NA,NA
"140",2008,"Beijing","1",10.13,5,"Tyrone Edgar","Great Britain","0.138","Q","6",NA,"China",NA,NA,NA,NA
"141",2008,"Beijing","2",10.25,6,"Darvis Patton","United States","0.149","Q","6",NA,"China",NA,NA,NA,NA
"142",2008,"Beijing","3",10.26,7,"Ronald Pognon","France","0.167","Q","6",NA,"China",NA,NA,NA,NA
"143",2008,"Beijing","4",10.39,2,"Hu Kai","China","0.152","q","6",NA,"China",NA,NA,NA,NA
"144",2008,"Beijing","5",10.53,4,"Abdullah Al-Sooli","Oman","0.153","PB","6",NA,"China",NA,NA,NA,NA
"145",2008,"Beijing","6",10.66,8,"Desislav Gunev","Bulgaria","0.152","","6",NA,"China",NA,NA,NA,NA
"146",2008,"Beijing","7",11.11,3,"Ali Shareef","Maldives","0.171","NR","6",NA,"China",NA,NA,NA,NA
"147",2008,"Beijing","8",11.51,9,"Souksavanh Tonsacktheva","Laos","0.183","","6",NA,"China",NA,NA,NA,NA
"148",2008,"Beijing","1",10.25,4,"Francis Obikwelu","Portugal","0.190","Q","7",NA,"China",NA,NA,NA,NA
"149",2008,"Beijing","2",10.34,2,"Obinna Metu","Nigeria","0.176","Q","7",NA,"China",NA,NA,NA,NA
"150",2008,"Beijing","3",10.35,5,"Walter Dix","United States","0.167","Q","7",NA,"China",NA,NA,NA,NA
"151",2008,"Beijing","4",10.37,6,"Anson Henry","Canada","0.138","q","7",NA,"China",NA,NA,NA,NA
"152",2008,"Beijing","5",10.57,8,"Dmytro Hlushchenko","Ukraine","0.200","","7",NA,"China",NA,NA,NA,NA
"153",2008,"Beijing","6",10.73,3,"Calvin Kang Li Loong","Singapore","0.140","","7",NA,"China",NA,NA,NA,NA
"154",2008,"Beijing","7",11.38,9,"Jesse Tamangrow","Palau","0.146","PB","7",NA,"China",NA,NA,NA,NA
"155",2008,"Beijing","8",11.61,7,"Reginaldo Micha Ndong","Equatorial Guinea","0.242","","7",NA,"China",NA,NA,NA,NA
"156",2008,"Beijing","1",10.28,3,"Derrick Atkins","Bahamas","0.162","Q","8",NA,"China",NA,NA,NA,NA
"157",2008,"Beijing","2",10.34,4,"Andrey Yepishin","Russia","0.172","Q","8",NA,"China",NA,NA,NA,NA
"158",2008,"Beijing","3",10.37,9,"Jaysuma Saidy Ndure","Norway","0.164","Q","8",NA,"China",NA,NA,NA,NA
"159",2008,"Beijing","4",10.46,6,"Uchenna Emedolu","Nigeria","0.192","","8",NA,"China",NA,NA,NA,NA
"160",2008,"Beijing","5",10.52,2,"Suwaibou Sanneh","The Gambia","0.157","","8",NA,"China",NA,NA,NA,NA
"161",2008,"Beijing","6",10.6,5,"Sandro Viana","Brazil","0.160","","8",NA,"China",NA,NA,NA,NA
"162",2008,"Beijing","7",10.63,7,"Lai Chun Ho","Hong Kong","0.199","","8",NA,"China",NA,NA,NA,NA
"163",2008,"Beijing","8",11.07,8,"Mohamed Abu Abdullah","Bangladesh","0.174","","8",NA,"China",NA,NA,NA,NA
"164",2008,"Beijing","2",10.46,5,"Marc Burns","Trinidad and Tobago","0.160","Q","9",NA,"China",NA,NA,NA,NA
"165",2008,"Beijing","3",10.46,9,"Matic Osovnikar","Slovenia","0.187","Q","9",NA,"China",NA,NA,NA,NA
"166",2008,"Beijing","4",10.49,7,"Rolando Palacios","Honduras","0.189","","9",NA,"China",NA,NA,NA,NA
"167",2008,"Beijing","5",10.58,2,"Ruslan Abbasov","Azerbaijan","0.154","","9",NA,"China",NA,NA,NA,NA
"168",2008,"Beijing","6",10.7,4,"Sébastien Gattuso","Monaco","0.164","","9",NA,"China",NA,NA,NA,NA
"169",2008,"Beijing","7",11.03,8,"Jack Howard","Federated States of Micronesia","0.204","","9",NA,"China",NA,NA,NA,NA
"170",2008,"Beijing","8",11.41,3,"Gordon Heather","Cook Islands","0.214","PB","9",NA,"China",NA,NA,NA,NA
"171",2008,"Beijing","1",10.35,4,"Churandy Martina","Netherlands Antilles","0.164","Q","10",NA,"China",NA,NA,NA,NA
"172",2008,"Beijing","2",10.39,5,"Naoki Tsukahara","Japan","0.169","Q","10",NA,"China",NA,NA,NA,NA
"173",2008,"Beijing","3",10.42,6,"Simeon Williamson","Great Britain","0.183","Q","10",NA,"China",NA,NA,NA,NA
"174",2008,"Beijing","4",10.46,9,"Tobias Unger","Germany","0.161","q","10",NA,"China",NA,NA,NA,NA
"175",2008,"Beijing","5",10.6,8,"Franklin Nazareno","Ecuador","0.178","","10",NA,"China",NA,NA,NA,NA
"176",2008,"Beijing","6",10.87,7,"Wilfried Bingangoye","Gabon","0.171","","10",NA,"China",NA,NA,NA,NA
"177",2008,"Beijing","7",11.14,2,"Moumi Sebergue","Chad","0.210","","10",NA,"China",NA,NA,NA,NA
"178",2008,"Beijing","8",11.48,3,"Okilani Tinilau","Tuvalu","0.174","NR","10",NA,"China",NA,NA,NA,NA
"179",2008,"Beijing","1",9.99,4,"Churandy Martina","Netherlands Antilles","0.142","Q, NR","Quarter Final",NA,"China",NA,NA,NA,NA
"180",2008,"Beijing","2",10.09,7,"Michael Frater","Jamaica","0.154","Q","Quarter Final",NA,"China",NA,NA,NA,NA
"181",2008,"Beijing","3",10.23,6,"Naoki Tsukahara","Japan","0.156","Q, SB","Quarter Final",NA,"China",NA,NA,NA,NA
"182",2008,"Beijing","4",10.32,9,"Simeon Williamson","Great Britain","0.127","","Quarter Final",NA,"China",NA,NA,NA,NA
"183",2008,"Beijing","5",10.33,3,"Henry Vizcaíno","Cuba","0.167","","Quarter Final",NA,"China",NA,NA,NA,NA
"184",2008,"Beijing","6",10.36,5,"Pierre Browne","Canada","0.144","","Quarter Final",NA,"China",NA,NA,NA,NA
"185",2008,"Beijing","7",10.46,2,"Dariusz Kuć","Poland","0.176","","Quarter Final",NA,"China",NA,NA,NA,NA
"186",2008,"Beijing","8",10.93,8,"Darrel Brown","Trinidad and Tobago","0.119","","Quarter Final",NA,"China",NA,NA,NA,NA
"187",2008,"Beijing","1",9.99,6,"Richard Thompson","Trinidad and Tobago","0.170","Q","Quarter Final",NA,"China",NA,NA,NA,NA
"188",2008,"Beijing","2",10.09,4,"Tyson Gay","United States","0.146","Q","Quarter Final",NA,"China",NA,NA,NA,NA
"189",2008,"Beijing","3",10.16,7,"Martial Mbandjock","France","0.160","Q","Quarter Final",NA,"China",NA,NA,NA,NA
"190",2008,"Beijing","4",10.21,5,"Olusoji A. Fasuba","Nigeria","0.147","","Quarter Final",NA,"China",NA,NA,NA,NA
"191",2008,"Beijing","5",10.25,2,"Andrew Hinds","Barbados","0.148","","Quarter Final",NA,"China",NA,NA,NA,NA
"192",2008,"Beijing","6",10.32,8,"José Carlos Moreira","Brazil","0.193","","Quarter Final",NA,"China",NA,NA,NA,NA
"193",2008,"Beijing","7",10.33,9,"Simone Collio","Italy","0.138","","Quarter Final",NA,"China",NA,NA,NA,NA
"194",2008,"Beijing","8",10.37,3,"Daniel Grueso","Colombia","0.193","","Quarter Final",NA,"China",NA,NA,NA,NA
"195",2008,"Beijing","1",10.05,6,"Marc Burns","Trinidad and Tobago","0.174","Q","Quarter Final",NA,"China",NA,NA,NA,NA
"196",2008,"Beijing","2",10.07,4,"Kim Collins","Saint Kitts and Nevis","0.150","Q, =SB","Quarter Final",NA,"China",NA,NA,NA,NA
"197",2008,"Beijing","3",10.1,5,"Tyrone Edgar","Great Britain","0.130","Q","Quarter Final",NA,"China",NA,NA,NA,NA
"198",2008,"Beijing","5",10.21,9,"Ronald Pognon","France","0.167","","Quarter Final",NA,"China",NA,NA,NA,NA
"199",2008,"Beijing","6",10.24,8,"Matic Osovnikar","Slovenia","0.171","","Quarter Final",NA,"China",NA,NA,NA,NA
"200",2008,"Beijing","7",10.36,2,"Tobias Unger","Germany","0.136","","Quarter Final",NA,"China",NA,NA,NA,NA
"201",2008,"Beijing","8",10.37,3,"Nobuharu Asahara","Japan","0.145","","Quarter Final",NA,"China",NA,NA,NA,NA
"202",2008,"Beijing","1",9.92,7,"Usain Bolt","Jamaica","0.165","Q","Quarter Final",NA,"China",NA,NA,NA,NA
"203",2008,"Beijing","2",10.04,5,"Darvis Patton","United States","0.159","Q","Quarter Final",NA,"China",NA,NA,NA,NA
"204",2008,"Beijing","3",10.09,4,"Francis Obikwelu","Portugal","0.168","Q","Quarter Final",NA,"China",NA,NA,NA,NA
"205",2008,"Beijing","4",10.14,8,"Jaysuma Saidy Ndure","Norway","0.133","","Quarter Final",NA,"China",NA,NA,NA,NA
"206",2008,"Beijing","5",10.18,9,"Craig Pickering","Great Britain","0.144","","Quarter Final",NA,"China",NA,NA,NA,NA
