"","Year","Host City","Rank","Time","Lane","Athlete","Nation","Reaction","Notes","Heat","Etc.","Host Country","Var.8","Var.6","Time..a.","Time..hand."
"1248",1980,"Moscow","5",11.03,NA,"Charles Kachenjela","Zambia",NA,"","1",NA,"Russia",NA,NA,NA,NA
"1249",1980,"Moscow","6",11.11,NA,"John Carew","Sierra Leone",NA,"","1",NA,"Russia",NA,NA,NA,NA
"1250",1980,"Moscow","7",11.27,NA,"Marc Larose","Seychelles",NA,"","1",NA,"Russia",NA,NA,NA,NA
"1251",1980,"Moscow","1",10.56,NA,"Pietro Mennea","Italy",NA,"Q","2",NA,"Russia",NA,NA,NA,NA
"1252",1980,"Moscow","2",10.7,NA,"Lambros Kefalas","Greece",NA,"Q","2",NA,"Russia",NA,NA,NA,NA
"1253",1980,"Moscow","3",10.72,NA,"Katsuhiko Nakaya","Brazil",NA,"Q","2",NA,"Russia",NA,NA,NA,NA
"1254",1980,"Moscow","4",10.73,NA,"Momar N'Dao","Senegal",NA,"","2",NA,"Russia",NA,NA,NA,NA
"1255",1980,"Moscow","5",11.02,NA,"Eduardo Costa","Mozambique",NA,"","2",NA,"Russia",NA,NA,NA,NA
"1256",1980,"Moscow","6",11.15,NA,"Lucien Josiah","Botswana",NA,"","2",NA,"Russia",NA,NA,NA,NA
"1257",1980,"Moscow","7",11.69,NA,"Soutsakhone Somninhom","Laos",NA,"","2",NA,"Russia",NA,NA,NA,NA
"1258",1980,"Moscow","1",10.26,NA,"Aleksandr Aksinin","Soviet Union",NA,"Q","3",NA,"Russia",NA,NA,NA,NA
"1259",1980,"Moscow","2",10.42,NA,"Leszek Dunecki","Poland",NA,"Q","3",NA,"Russia",NA,NA,NA,NA
"1260",1980,"Moscow","3",10.51,NA,"Nelson dos Santos","Brazil",NA,"Q","3",NA,"Russia",NA,NA,NA,NA
"1261",1980,"Moscow","4",10.58,NA,"Hammed Adio","Nigeria",NA,"q","3",NA,"Russia",NA,NA,NA,NA
"1262",1980,"Moscow","5",10.67,NA,"Nabil Nahri","Syria",NA,"","3",NA,"Russia",NA,NA,NA,NA
"1263",1980,"Moscow","6",10.86,NA,"Mwalimu Ally","Tanzania",NA,"","3",NA,"Russia",NA,NA,NA,NA
"1264",1980,"Moscow","7",11.37,NA,"Rudolph George","Sierra Leone",NA,"","3",NA,"Russia",NA,NA,NA,NA
"1265",1980,"Moscow","1",10.32,NA,"Petar Petrov","Bulgaria",NA,"Q","4",NA,"Russia",NA,NA,NA,NA
"1266",1980,"Moscow","2",10.37,NA,"Vladimir Muravyov","Soviet Union",NA,"Q","4",NA,"Russia",NA,NA,NA,NA
"1267",1980,"Moscow","3",10.39,NA,"Osvaldo Lara","Cuba",NA,"Q","4",NA,"Russia",NA,NA,NA,NA
"1268",1980,"Moscow","4",10.51,NA,"Antoine Richard","France",NA,"q","4",NA,"Russia",NA,NA,NA,NA
"1269",1980,"Moscow","5",11.01,NA,"Pascal Aho","Benin",NA,"","4",NA,"Russia",NA,NA,NA,NA
"1270",1980,"Moscow","6",11.21,NA,"Joseph Letseka","Lesotho",NA,"","4",NA,"Russia",NA,NA,NA,NA
"1271",1980,"Moscow","7",11.42,NA,"Ilídio Coelho","Angola",NA,"","4",NA,"Russia",NA,NA,NA,NA
"1272",1980,"Moscow","8",11.55,NA,"Besha Tuffa","Ethiopia",NA,"","4",NA,"Russia",NA,NA,NA,NA
"1273",1980,"Moscow","1",10.38,NA,"Eugen Ray","East Germany",NA,"Q","5",NA,"Russia",NA,NA,NA,NA
"1274",1980,"Moscow","2",10.42,NA,"Hasely Crawford","Trinidad and Tobago",NA,"Q","5",NA,"Russia",NA,NA,NA,NA
"1275",1980,"Moscow","3",10.43,NA,"Drew McMaster","Great Britain",NA,"Q","5",NA,"Russia",NA,NA,NA,NA
"1276",1980,"Moscow","4",10.53,NA,"Gerardo Suero","Dominican Republic",NA,"q","5",NA,"Russia",NA,NA,NA,NA
"1277",1980,"Moscow","5",11.01,NA,"Roland Dagher","Lebanon",NA,"","5",NA,"Russia",NA,NA,NA,NA
"1278",1980,"Moscow","6",11.08,NA,"Sheku Boima","Sierra Leone",NA,"","5",NA,"Russia",NA,NA,NA,NA
"1279",1980,"Moscow","7",11.61,NA,"Raghu Raj Onta","Nepal",NA,"","5",NA,"Russia",NA,NA,NA,NA
"1280",1980,"Moscow","1",10.44,NA,"Sören Schlegel","East Germany",NA,"Q","6",NA,"Russia",NA,NA,NA,NA
"1281",1980,"Moscow","2",10.53,NA,"Hermann Panzo","France",NA,"Q","6",NA,"Russia",NA,NA,NA,NA
"1282",1980,"Moscow","3",10.65,NA,"Tomás González","Cuba",NA,"Q","6",NA,"Russia",NA,NA,NA,NA
"1283",1980,"Moscow","4",10.69,NA,"Antoine Kiakouama","Republic of the Congo",NA,"","6",NA,"Russia",NA,NA,NA,NA
"1284",1980,"Moscow","5",10.74,NA,"Milton de Castro","Brazil",NA,"","6",NA,"Russia",NA,NA,NA,NA
"1285",1980,"Moscow","6",10.75,NA,"Boubacar Diallo","Senegal",NA,"","6",NA,"Russia",NA,NA,NA,NA
"1286",1980,"Moscow","7",11.04,NA,"Adille Sumariwalla","India",NA,"","6",NA,"Russia",NA,NA,NA,NA
"1287",1980,"Moscow","1",10.35,NA,"Allan Wells","Great Britain",NA,"Q","7",NA,"Russia",NA,NA,NA,NA
"1288",1980,"Moscow","2",10.37,NA,"Don Quarrie","Jamaica",NA,"Q","7",NA,"Russia",NA,NA,NA,NA
"1289",1980,"Moscow","3",10.6,NA,"Krzysztof Zwoliński","Poland",NA,"Q","7",NA,"Russia",NA,NA,NA,NA
"1290",1980,"Moscow","4",10.66,NA,"Ivaylo Karanyotov","Bulgaria",NA,"","7",NA,"Russia",NA,NA,NA,NA
"1291",1980,"Moscow","5",10.69,NA,"István Tatár","Hungary",NA,"","7",NA,"Russia",NA,NA,NA,NA
"1292",1980,"Moscow","6",10.91,NA,"Mario Westbroek","Netherlands",NA,"","7",NA,"Russia",NA,NA,NA,NA
"1293",1980,"Moscow","7",10.94,NA,"Oddur Sigurðsson","Iceland",NA,"","7",NA,"Russia",NA,NA,NA,NA
"1294",1980,"Moscow","1",10.34,NA,"James Gilkes","Guyana",NA,"Q","8",NA,"Russia",NA,NA,NA,NA
"1295",1980,"Moscow","2",10.38,NA,"Cameron Sharp","Great Britain",NA,"Q","8",NA,"Russia",NA,NA,NA,NA
"1296",1980,"Moscow","3",10.53,NA,"Théophile Nkounkou","Republic of the Congo",NA,"Q","8",NA,"Russia",NA,NA,NA,NA
"1297",1980,"Moscow","4",10.68,NA,"István Nagy","Hungary",NA,"","8",NA,"Russia",NA,NA,NA,NA
"1298",1980,"Moscow","5",10.74,NA,"David Lukuba","Tanzania",NA,"","8",NA,"Russia",NA,NA,NA,NA
"1299",1980,"Moscow","6",11.19,NA,"Paul Haba","Guinea",NA,"","8",NA,"Russia",NA,NA,NA,NA
"1300",1980,"Moscow","7",11.28,NA,"Abdul Majeed Al-Mosawi","Kuwait",NA,"","8",NA,"Russia",NA,NA,NA,NA
"1301",1980,"Moscow","1",10.34,NA,"Grégoire Illorson","Cameroon",NA,"Q","9",NA,"Russia",NA,NA,NA,NA
"1302",1980,"Moscow","2",10.35,NA,"Marian Woronin","Poland",NA,"Q","9",NA,"Russia",NA,NA,NA,NA
"1303",1980,"Moscow","3",10.43,NA,"Andrey Shlyapnikov","Soviet Union",NA,"Q","9",NA,"Russia",NA,NA,NA,NA
"1304",1980,"Moscow","4",10.59,NA,"Samson Oyeledun","Nigeria",NA,"q","9",NA,"Russia",NA,NA,NA,NA
"1305",1980,"Moscow","5",10.8,NA,"Francis Adams","Trinidad and Tobago",NA,"","9",NA,"Russia",NA,NA,NA,NA
"1306",1980,"Moscow","6",11.07,NA,"Peter Mwita","Tanzania",NA,"","9",NA,"Russia",NA,NA,NA,NA
"1307",1980,"Moscow","7",11.07,NA,"Salif Koné","Mali",NA,"","9",NA,"Russia",NA,NA,NA,NA
"1308",1980,"Moscow","8",13.66,NA,"José Luis Elias","Peru",NA,"","9",NA,"Russia",NA,NA,NA,NA
"1309",1980,"Moscow","1",10.11,NA,"Allan Wells","Great Britain",NA,"Q","Quarter Final",NA,"Russia",NA,NA,NA,NA
"1310",1980,"Moscow","2",10.13,NA,"Petar Petrov","Bulgaria",NA,"Q","Quarter Final",NA,"Russia",NA,NA,NA,NA
"1311",1980,"Moscow","3",10.21,NA,"Osvaldo Lara","Cuba",NA,"Q","Quarter Final",NA,"Russia",NA,NA,NA,NA
"1312",1980,"Moscow","4",10.27,NA,"Pietro Mennea","Italy",NA,"Q","Quarter Final",NA,"Russia",NA,NA,NA,NA
"1313",1980,"Moscow","5",10.28,NA,"Hasely Crawford","Trinidad and Tobago",NA,"","Quarter Final",NA,"Russia",NA,NA,NA,NA
"1314",1980,"Moscow","6",10.28,NA,"Sören Schlegel","East Germany",NA,"","Quarter Final",NA,"Russia",NA,NA,NA,NA
"1315",1980,"Moscow","7",10.45,NA,"Nelson dos Santos","Brazil",NA,"","Quarter Final",NA,"Russia",NA,NA,NA,NA
"1316",1980,"Moscow","8",10.62,NA,"Lambros Kefalas","Greece",NA,"","Quarter Final",NA,"Russia",NA,NA,NA,NA
"1317",1980,"Moscow","1",10.29,NA,"Aleksandr Aksinin","Soviet Union",NA,"Q","Quarter Final",NA,"Russia",NA,NA,NA,NA
"1318",1980,"Moscow","2",10.29,NA,"Don Quarrie","Jamaica",NA,"Q","Quarter Final",NA,"Russia",NA,NA,NA,NA
"1319",1980,"Moscow","3",10.29,NA,"Hermann Panzo","France",NA,"Q","Quarter Final",NA,"Russia",NA,NA,NA,NA
"1320",1980,"Moscow","4",10.34,NA,"Peter Okodogbe","Nigeria",NA,"Q","Quarter Final",NA,"Russia",NA,NA,NA,NA
"1321",1980,"Moscow","5",10.4,NA,"Leszek Dunecki","Poland",NA,"","Quarter Final",NA,"Russia",NA,NA,NA,NA
"1322",1980,"Moscow","6",10.42,NA,"Drew McMaster","Great Britain",NA,"","Quarter Final",NA,"Russia",NA,NA,NA,NA
"1323",1980,"Moscow","7",10.44,NA,"Tomás González","Cuba",NA,"","Quarter Final",NA,"Russia",NA,NA,NA,NA
"1324",1980,"Moscow","8",10.57,NA,"Gerardo Suero","Dominican Republic",NA,"","Quarter Final",NA,"Russia",NA,NA,NA,NA
"1325",1980,"Moscow","1",10.16,NA,"Silvio Leonard","Cuba",NA,"Q","Quarter Final",NA,"Russia",NA,NA,NA,NA
"1326",1980,"Moscow","2",10.27,NA,"Marian Woronin","Poland",NA,"Q","Quarter Final",NA,"Russia",NA,NA,NA,NA
"1327",1980,"Moscow","3",10.3,NA,"Eugen Ray","East Germany",NA,"Q","Quarter Final",NA,"Russia",NA,NA,NA,NA
"1328",1980,"Moscow","4",10.37,NA,"Christopher Brathwaite","Trinidad and Tobago",NA,"Q","Quarter Final",NA,"Russia",NA,NA,NA,NA
"1329",1980,"Moscow","5",10.41,NA,"Andrei Shlyapnikov","Soviet Union",NA,"","Quarter Final",NA,"Russia",NA,NA,NA,NA
"1330",1980,"Moscow","6",10.59,NA,"Théophile Nkounkou","Republic of the Congo",NA,"","Quarter Final",NA,"Russia",NA,NA,NA,NA
"1331",1980,"Moscow","7",10.67,NA,"Hammed Adio","Nigeria",NA,"","Quarter Final",NA,"Russia",NA,NA,NA,NA
"1332",1980,"Moscow","8",10.7,NA,"Katsuhiko Nakaya","Brazil",NA,"","Quarter Final",NA,"Russia",NA,NA,NA,NA
"1333",1980,"Moscow","1",10.26,NA,"James Gilkes","Guyana",NA,"Q","Quarter Final",NA,"Russia",NA,NA,NA,NA
"1334",1980,"Moscow","2",10.29,NA,"Grégoire Illorson","Cameroon",NA,"Q","Quarter Final",NA,"Russia",NA,NA,NA,NA
"1335",1980,"Moscow","3",10.34,NA,"Vladimir Muravyov","Soviet Union",NA,"Q","Quarter Final",NA,"Russia",NA,NA,NA,NA
"1336",1980,"Moscow","4",10.38,NA,"Cameron Sharp","Great Britain",NA,"Q","Quarter Final",NA,"Russia",NA,NA,NA,NA
"1337",1980,"Moscow","5",10.45,NA,"Antoine Richard","France",NA,"","Quarter Final",NA,"Russia",NA,NA,NA,NA
"1338",1980,"Moscow","6",10.54,NA,"Klaus-Dieter Kurrat","East Germany",NA,"","Quarter Final",NA,"Russia",NA,NA,NA,NA
"1339",1980,"Moscow","7",10.54,NA,"Krzysztof Zwoliński","Poland",NA,"","Quarter Final",NA,"Russia",NA,NA,NA,NA
"1340",1980,"Moscow","8",10.73,NA,"Samson Oyeledun","Nigeria",NA,"","Quarter Final",NA,"Russia",NA,NA,NA,NA
"1341",1980,"Moscow","1",10.39,NA,"Petar Petrov","Bulgaria",NA,"Q","Semi Final",NA,"Russia",NA,NA,NA,NA
"1342",1980,"Moscow","2",10.4,NA,"Silvio Leonard","Cuba",NA,"Q","Semi Final",NA,"Russia",NA,NA,NA,NA
"1343",1980,"Moscow","3",10.45,NA,"Aleksandr Aksinin","Soviet Union",NA,"Q","Semi Final",NA,"Russia",NA,NA,NA,NA
"1344",1980,"Moscow","4",10.45,NA,"Hermann Panzo","France",NA,"Q","Semi Final",NA,"Russia",NA,NA,NA,NA
"1345",1980,"Moscow","5",10.55,NA,"Don Quarrie","Jamaica",NA,"","Semi Final",NA,"Russia",NA,NA,NA,NA
"1346",1980,"Moscow","6",10.58,NA,"Pietro Mennea","Italy",NA,"","Semi Final",NA,"Russia",NA,NA,NA,NA
"1347",1980,"Moscow","7",10.6,NA,"Cameron Sharp","Great Britain",NA,"","Semi Final",NA,"Russia",NA,NA,NA,NA
"1348",1980,"Moscow","8",10.6,NA,"Grégoire Illorson","Cameroon",NA,"","Semi Final",NA,"Russia",NA,NA,NA,NA
"1349",1980,"Moscow","1",10.27,NA,"Allan Wells","Great Britain",NA,"Q","Semi Final",NA,"Russia",NA,NA,NA,NA
"1350",1980,"Moscow","2",10.34,NA,"Osvaldo Lara","Cuba",NA,"Q","Semi Final",NA,"Russia",NA,NA,NA,NA
"1351",1980,"Moscow","3",10.42,NA,"Vladimir Muravyov","Soviet Union",NA,"Q","Semi Final",NA,"Russia",NA,NA,NA,NA
"1352",1980,"Moscow","4",10.43,NA,"Marian Woronin","Poland",NA,"Q","Semi Final",NA,"Russia",NA,NA,NA,NA
"1353",1980,"Moscow","5",10.44,NA,"James Gilkes","Guyana",NA,"","Semi Final",NA,"Russia",NA,NA,NA,NA
"1354",1980,"Moscow","6",10.47,NA,"Eugen Ray","East Germany",NA,"","Semi Final",NA,"Russia",NA,NA,NA,NA
"1355",1980,"Moscow","7",10.51,NA,"Peter Okodogbe","Nigeria",NA,"","Semi Final",NA,"Russia",NA,NA,NA,NA
"1356",1980,"Moscow","8",10.54,NA,"Christopher Brathwaite","Trinidad and Tobago",NA,"","Semi Final",NA,"Russia",NA,NA,NA,NA
"1357",1980,"Moscow","Gold",10.25,NA,"Allan Wells","Great Britain",NA,NA,"Final",NA,"Russia",NA,NA,NA,NA
"1358",1980,"Moscow","Silver",10.25,NA,"Silvio Leonard","Cuba",NA,NA,"Final",NA,"Russia",NA,NA,NA,NA
"1359",1980,"Moscow","Bronze",10.39,NA,"Petar Petrov","Bulgaria",NA,NA,"Final",NA,"Russia",NA,NA,NA,NA
"1360",1980,"Moscow","4",10.42,NA,"Aleksandr Aksinin","Soviet Union",NA,NA,"Final",NA,"Russia",NA,NA,NA,NA
"1361",1980,"Moscow","5",10.43,NA,"Osvaldo Lara","Cuba",NA,NA,"Final",NA,"Russia",NA,NA,NA,NA
"1362",1980,"Moscow","6",10.44,NA,"Vladimir Muravyov","Soviet Union",NA,NA,"Final",NA,"Russia",NA,NA,NA,NA
"1363",1980,"Moscow","7",10.46,NA,"Marian Woronin","Poland",NA,NA,"Final",NA,"Russia",NA,NA,NA,NA
"1364",1980,"Moscow","8",10.49,NA,"Hermann Panzo","France",NA,NA,"Final",NA,"Russia",NA,NA,NA,NA
"1365",1976,"Montreal","1",10.42,NA,"Hasely Crawford","Trinidad and Tobago",NA,"Q","1",NA,"Canada",NA,NA,NA,NA
"1366",1976,"Montreal","2",10.64,NA,"Alexander Thieme","East Germany",NA,"Q","1",NA,"Canada",NA,NA,NA,NA
"1367",1976,"Montreal","3",10.66,NA,"Luciano Caravani","Italy",NA,"Q","1",NA,"Canada",NA,NA,NA,NA
"1368",1976,"Montreal","4",10.69,NA,"Lambert Micha","Belgium",NA,"","1",NA,"Canada",NA,NA,NA,NA
"1369",1976,"Montreal","5",10.76,NA,"Gregory Simons","Bermuda",NA,"","1",NA,"Canada",NA,NA,NA,NA
"1370",1976,"Montreal","6",11.28,NA,"Bjarni Stefánsson","Iceland",NA,"","1",NA,"Canada",NA,NA,NA,NA
"1371",1976,"Montreal","1",10.43,NA,"Johnny Lam Jones","United States",NA,"Q","2",NA,"Canada",NA,NA,NA,NA
"1372",1976,"Montreal","2",10.53,NA,"Amadou Meïté","Ivory Coast",NA,"Q","2",NA,"Canada",NA,NA,NA,NA
"1373",1976,"Montreal","3",10.59,NA,"Ainsley Armstrong","Trinidad and Tobago",NA,"Q","2",NA,"Canada",NA,NA,NA,NA
"1374",1976,"Montreal","4",10.7,NA,"Mike Sharpe","Bermuda",NA,"","2",NA,"Canada",NA,NA,NA,NA
"1375",1976,"Montreal","5",10.79,NA,"Dominique Chauvelot","France",NA,"","2",NA,"Canada",NA,NA,NA,NA
"1376",1976,"Montreal","6",11.1,NA,"Mohamed Al-Sehly","Saudi Arabia",NA,"","2",NA,"Canada",NA,NA,NA,NA
"1377",1976,"Montreal","7",11.17,NA,"Werner Bastians","West Germany",NA,"","2",NA,"Canada",NA,NA,NA,NA
"1378",1976,"Montreal","8",11.52,NA,"Armando Padilla","Nicaragua",NA,"","2",NA,"Canada",NA,NA,NA,NA
"1379",1976,"Montreal","1",10.46,NA,"Petar Petrov","Bulgaria",NA,"Q","3",NA,"Canada",NA,NA,NA,NA
"1380",1976,"Montreal","2",10.6,NA,"Zenon Licznerski","Poland",NA,"Q","3",NA,"Canada",NA,NA,NA,NA
"1381",1976,"Montreal","3",10.61,NA,"Rui da Silva","Brazil",NA,"Q","3",NA,"Canada",NA,NA,NA,NA
"1382",1976,"Montreal","4",10.64,NA,"Christer Garpenborg","Sweden",NA,"q","3",NA,"Canada",NA,NA,NA,NA
"1383",1976,"Montreal","5",10.75,NA,"Jean-Claude Amoureux","France",NA,"","3",NA,"Canada",NA,NA,NA,NA
"1384",1976,"Montreal","6",11.27,NA,"Abdul Kareem Al-Awad","Kuwait",NA,"","3",NA,"Canada",NA,NA,NA,NA
"1385",1976,"Montreal","7",11.39,NA,"Ayoub Bodaghi","Iran",NA,"","3",NA,"Canada",NA,NA,NA,NA
"1386",1976,"Montreal","1",10.38,NA,"Don Quarrie","Jamaica",NA,"Q","4",NA,"Canada",NA,NA,NA,NA
"1387",1976,"Montreal","2",10.4,NA,"Guy Abrahams","Panama",NA,"Q","4",NA,"Canada",NA,NA,NA,NA
"1388",1976,"Montreal","3",10.59,NA,"Marvin Nash","Canada",NA,"Q","4",NA,"Canada",NA,NA,NA,NA
"1389",1976,"Montreal","4",10.65,NA,"Mike Sands","Bahamas",NA,"q","4",NA,"Canada",NA,NA,NA,NA
"1390",1976,"Montreal","5",10.67,NA,"Dennis Trott","Bermuda",NA,"q","4",NA,"Canada",NA,NA,NA,NA
"1391",1976,"Montreal","6",10.87,NA,"Peter Fitzgerald","Australia",NA,"","4",NA,"Canada",NA,NA,NA,NA
"1392",1976,"Montreal","7",11.22,NA,"Ronald Russell","Virgin Islands",NA,"","4",NA,"Canada",NA,NA,NA,NA
"1393",1976,"Montreal","1",10.37,NA,"Harvey Glance","United States",NA,"Q","5",NA,"Canada",NA,NA,NA,NA
"1394",1976,"Montreal","2",10.56,NA,"Marian Woronin","Poland",NA,"Q","5",NA,"Canada",NA,NA,NA,NA
"1395",1976,"Montreal","3",10.6,NA,"Aleksandr Aksinin","Soviet Union",NA,"Q","5",NA,"Canada",NA,NA,NA,NA
"1396",1976,"Montreal","4",10.64,NA,"Colin Bradford","Jamaica",NA,"q","5",NA,"Canada",NA,NA,NA,NA
"1397",1976,"Montreal","5",10.76,NA,"Pedro Ferrer","Puerto Rico",NA,"","5",NA,"Canada",NA,NA,NA,NA
"1398",1976,"Montreal","6",10.82,NA,"Vasilios Papageorgopoulos","Greece",NA,"","5",NA,"Canada",NA,NA,NA,NA
"1399",1976,"Montreal","7",10.87,NA,"Leonard Jervis","Bahamas",NA,"","5",NA,"Canada",NA,NA,NA,NA
"1400",1976,"Montreal","1",10.37,NA,"Klaus-Dieter Kurrat","East Germany",NA,"Q","6",NA,"Canada",NA,NA,NA,NA
"1401",1976,"Montreal","2",10.53,NA,"Valeriy Borzov","Soviet Union",NA,"Q","6",NA,"Canada",NA,NA,NA,NA
"1402",1976,"Montreal","3",10.68,NA,"Dieter Steinmann","West Germany",NA,"Q","6",NA,"Canada",NA,NA,NA,NA
"1403",1976,"Montreal","4",10.68,NA,"Francisco Gómez","Cuba",NA,"q","6",NA,"Canada",NA,NA,NA,NA
"1404",1976,"Montreal","5",10.81,NA,"Barka Sy","Senegal",NA,"","6",NA,"Canada",NA,NA,NA,NA
"1405",1976,"Montreal","6",10.94,NA,"Masahide Jinno","Japan",NA,"","6",NA,"Canada",NA,NA,NA,NA
"1406",1976,"Montreal","7",11.03,NA,"Colin Thurton","Belize",NA,"","6",NA,"Canada",NA,NA,NA,NA
"1407",1976,"Montreal","8",11.11,NA,"Siegfried Regales","Netherlands Antilles",NA,"","6",NA,"Canada",NA,NA,NA,NA
"1408",1976,"Montreal","1",10.43,NA,"Steve Riddick","United States",NA,"Q","7",NA,"Canada",NA,NA,NA,NA
"1409",1976,"Montreal","2",10.62,NA,"Andrzej Świerczyński","Poland",NA,"Q","7",NA,"Canada",NA,NA,NA,NA
"1410",1976,"Montreal","3",10.72,NA,"Adama Fall","Senegal",NA,"Q","7",NA,"Canada",NA,NA,NA,NA
"1411",1976,"Montreal","4",10.75,NA,"Suchart Chairsuvaparb","Thailand",NA,"","7",NA,"Canada",NA,NA,NA,NA
"1412",1976,"Montreal","5",10.76,NA,"Roland Bombardella","Luxembourg",NA,"","7",NA,"Canada",NA,NA,NA,NA
"1413",1976,"Montreal","6",10.82,NA,"Clive Sands","Bahamas",NA,"","7",NA,"Canada",NA,NA,NA,NA
"1414",1976,"Montreal","7",11.05,NA,"Philippe Étienne","Haiti",NA,"","7",NA,"Canada",NA,NA,NA,NA
"1415",1976,"Montreal","1",10.53,NA,"Gilles Échevin","France",NA,"Q","8",NA,"Canada",NA,NA,NA,NA
"1416",1976,"Montreal","2",10.58,NA,"Klaus Bieler","West Germany",NA,"Q","8",NA,"Canada",NA,NA,NA,NA
"1417",1976,"Montreal","3",10.71,NA,"Anat Ratanapol","Thailand",NA,"Q","8",NA,"Canada",NA,NA,NA,NA
"1418",1976,"Montreal","4",10.72,NA,"Hermes Ramírez","Cuba",NA,"","8",NA,"Canada",NA,NA,NA,NA
"1419",1976,"Montreal","5",10.74,NA,"Momar N'Dao","Senegal",NA,"","8",NA,"Canada",NA,NA,NA,NA
"1420",1976,"Montreal","6",10.98,NA,"Ramli Ahmad","Malaysia",NA,"","8",NA,"Canada",NA,NA,NA,NA
"1421",1976,"Montreal","1",10.58,NA,"Sammy Monsels","Suriname",NA,"Q","9",NA,"Canada",NA,NA,NA,NA
"1422",1976,"Montreal","2",10.62,NA,"Silvio Leonard","Cuba",NA,"Q","9",NA,"Canada",NA,NA,NA,NA
"1423",1976,"Montreal","3",10.7,NA,"Juris Silovs","Soviet Union",NA,"Q","9",NA,"Canada",NA,NA,NA,NA
"1424",1976,"Montreal","4",10.71,NA,"Chris Brathwaite","Trinidad and Tobago",NA,"","9",NA,"Canada",NA,NA,NA,NA
"1425",1976,"Montreal","5",10.82,NA,"Endre Lépold","Hungary",NA,"","9",NA,"Canada",NA,NA,NA,NA
"1426",1976,"Montreal","6",10.95,NA,"Pearson Jordan","Barbados",NA,"","9",NA,"Canada",NA,NA,NA,NA
"1427",1976,"Montreal","7",11.16,NA,"Tony Moore","Fiji",NA,"","9",NA,"Canada",NA,NA,NA,NA
"1428",1976,"Montreal","1",10.33,NA,"Don Quarrie","Jamaica",NA,"Q","Quarter Final",NA,"Canada",NA,NA,NA,NA
"1429",1976,"Montreal","2",10.36,NA,"Steve Riddick","United States",NA,"Q","Quarter Final",NA,"Canada",NA,NA,NA,NA
"1430",1976,"Montreal","3",10.48,NA,"Marvin Nash","Canada",NA,"Q","Quarter Final",NA,"Canada",NA,NA,NA,NA
"1431",1976,"Montreal","4",10.55,NA,"Aleksandr Aksinin","Soviet Union",NA,"Q","Quarter Final",NA,"Canada",NA,NA,NA,NA
"1432",1976,"Montreal","5",10.64,NA,"Dennis Trott","Bermuda",NA,"","Quarter Final",NA,"Canada",NA,NA,NA,NA
"1433",1976,"Montreal","6",10.65,NA,"Anat Ratanapol","Thailand",NA,"","Quarter Final",NA,"Canada",NA,NA,NA,NA
"1434",1976,"Montreal","7",10.81,NA,"Luciano Caravani","Italy",NA,"","Quarter Final",NA,"Canada",NA,NA,NA,NA
"1435",1976,"Montreal","8",12,NA,"Gilles Échevin|","France",NA,"","Quarter Final",NA,"Canada",NA,NA,NA,NA
"1436",1976,"Montreal","1",10.35,NA,"Guy Abrahams","Panama",NA,"Q","Quarter Final",NA,"Canada",NA,NA,NA,NA
"1437",1976,"Montreal","2",10.46,NA,"Johnny Lam Jones","United States",NA,"Q","Quarter Final",NA,"Canada",NA,NA,NA,NA
"1438",1976,"Montreal","3",10.5,NA,"Alexander Thieme","East Germany",NA,"Q","Quarter Final",NA,"Canada",NA,NA,NA,NA
"1439",1976,"Montreal","4",10.53,NA,"Marian Woronin","Poland",NA,"Q","Quarter Final",NA,"Canada",NA,NA,NA,NA
"1440",1976,"Montreal","5",10.59,NA,"Silvio Leonard","Cuba",NA,"","Quarter Final",NA,"Canada",NA,NA,NA,NA
"1441",1976,"Montreal","6",10.61,NA,"Sammy Monsels","Suriname",NA,"","Quarter Final",NA,"Canada",NA,NA,NA,NA
"1442",1976,"Montreal","7",10.62,NA,"Colin Bradford","Jamaica",NA,"","Quarter Final",NA,"Canada",NA,NA,NA,NA
"1443",1976,"Montreal","8",10.63,NA,"Christer Garpenborg","Sweden",NA,"","Quarter Final",NA,"Canada",NA,NA,NA,NA
"1444",1976,"Montreal","1",10.29,NA,"Hasely Crawford","Trinidad and Tobago",NA,"Q","Quarter Final",NA,"Canada",NA,NA,NA,NA
"1445",1976,"Montreal","2",10.39,NA,"Valeriy Borzov","Soviet Union",NA,"Q","Quarter Final",NA,"Canada",NA,NA,NA,NA
"1446",1976,"Montreal","3",10.45,NA,"Amadou Meïté","Ivory Coast",NA,"Q","Quarter Final",NA,"Canada",NA,NA,NA,NA
"1447",1976,"Montreal","4",10.57,NA,"Rui da Silva","Brazil",NA,"Q","Quarter Final",NA,"Canada",NA,NA,NA,NA
"1448",1976,"Montreal","5",10.59,NA,"Andrzej Świerczyński","Poland",NA,"","Quarter Final",NA,"Canada",NA,NA,NA,NA
"1449",1976,"Montreal","6",10.6,NA,"Adama Fall","Senegal",NA,"","Quarter Final",NA,"Canada",NA,NA,NA,NA
"1450",1976,"Montreal","7",10.8,NA,"Klaus Bieler","West Germany",NA,"","Quarter Final",NA,"Canada",NA,NA,NA,NA
"1451",1976,"Montreal","1",10.23,NA,"Harvey Glance","United States",NA,"Q","Quarter Final",NA,"Canada",NA,NA,NA,NA
"1452",1976,"Montreal","2",10.29,NA,"Klaus-Dieter Kurrat","East Germany",NA,"Q","Quarter Final",NA,"Canada",NA,NA,NA,NA
